id,target
2090,8.141095
2091,7.7206025
2093,7.9410214
2095,8.064375
2097,7.7456794
2100,7.8813987
2101,8.378212
2103,7.951025
2104,7.5252643
2105,7.8300304
2106,7.964281
2107,8.036643
2109,7.803094
2110,7.8582087
2112,7.818774
2114,7.935761
2115,7.701987
2118,7.9438567
2119,8.244429
2120,8.016654
2123,7.7632403
2127,7.599739
2128,7.899535
2129,7.912014
2131,7.5499673
2134,8.182108
2135,7.9213147
2136,7.714434
2137,8.188316
2140,7.7560186
2142,7.7378592
2143,7.728612
2148,8.004523
2149,7.650654
2151,8.192461
2152,8.120477
2153,7.9141088
2154,7.958127
2155,7.8520927
2156,7.9208994
2164,7.9889016
2172,7.8582582
2174,7.9284096
2175,7.862568
2180,7.970354
2183,7.7805943
2184,7.7985744
2185,7.5359907
2187,8.00812
2191,7.8794265
2195,7.6463056
2199,7.6465735
2201,7.9556613
2204,7.501826
2205,7.7814703
2207,7.829706
2216,8.12792
2220,7.668091
2223,8.045343
2224,7.9466143
2226,7.6418858
2227,7.881789
2229,7.6615844
2230,7.865465
2231,8.032858
2232,7.892598
2234,7.7459803
2235,7.808576
2240,7.7888994
2241,7.7708178
2243,7.810839
2247,7.766941
2248,8.0600395
2250,8.018625
2259,8.024487
2260,7.831373
2261,8.033026
2266,8.3180685
2270,7.8207273
2271,7.8346047
2274,8.011126
2275,7.6686096
2276,7.9124436
2278,8.180052
2280,8.333033
2282,8.104725
2286,7.716969
2290,8.135007
2294,7.8501277
2300,7.2091365
2301,7.653528
2302,7.8645988
2303,7.546563
2306,7.740608
2307,7.759528
2312,8.209431
2316,7.8657494
2318,7.5523257
2322,7.849922
2325,7.77399
2326,7.9477215
2328,7.7220926
2330,8.0941725
2333,7.843042
2334,8.033853
2339,8.233908
2343,7.887244
2345,7.943397
2346,8.339987
2347,8.690554
2350,7.967428
2353,7.8301926
2355,7.8177
2357,7.8235407
2358,7.840251
2362,8.123676
2363,7.7918234
2365,7.7499204
2366,7.9228063
2369,7.8478737
2370,8.0800705
2371,7.8350825
2374,7.8147035
2381,7.71464
2384,7.678905
2385,8.03684
2387,7.7923994
2389,7.746496
2391,7.7443633
2392,7.8787904
2394,7.631561
2395,8.143009
2406,7.7225995
2408,7.8447075
2415,7.885733
2417,7.8000937
2418,7.7036943
2423,7.913347
2426,8.048784
2427,7.8214583
2429,7.726158
2430,8.100924
2431,8.065339
2433,7.837703
2436,8.00157
2438,7.833194
2445,8.10918
2446,7.832493
2447,8.057913
2449,8.098642
2451,7.7110205
2452,8.264789
2455,7.779539
2460,7.9492397
2461,7.857919
2472,8.120529
2473,7.726923
2474,7.8977184
2475,7.587738
2477,7.922972
2481,7.7692113
2482,7.4251227
2484,7.8463106
2490,7.9250526
2492,8.018308
2495,8.540262
2497,7.9674745
2500,7.784695
2508,8.016354
2510,7.7719226
2512,7.8178334
2515,7.794166
2516,7.793743
2518,8.065236
2519,7.8376193
2520,8.031193
2523,7.7100325
2525,7.754837
2527,7.490426
2529,7.528167
2530,7.951842
2533,8.005337
2534,8.032011
2542,7.942278
2543,8.168688
2546,7.8121595
2548,7.8368363
2549,7.920796
2550,7.799984
2552,7.780049
2553,8.218381
2555,7.8209405
2561,8.366358
2562,8.047365
2563,7.7382164
2564,7.661209
2567,7.6726913
2570,7.7940555
2572,7.6464887
2574,7.76858
2575,7.978952
2577,7.596516
2580,7.758771
2585,8.16626
2590,8.034853
2591,7.836079
2596,8.05511
2610,7.911351
2617,7.589897
2619,7.72245
2624,7.7028117
2625,7.76404
2628,8.116053
2630,7.8294086
2631,7.331844
2635,7.537788
2637,7.8079944
2640,7.9001727
2641,7.487669
2643,7.893277
2646,7.7606645
2650,7.744396
2651,8.298171
2652,7.741172
2653,8.0566025
2654,7.8057127
2655,8.293755
2657,8.217761
2658,7.4806533
2659,7.9010096
2661,7.97196
2662,7.6819687
2664,8.20418
2665,7.9018803
2673,7.841774
2674,7.4009714
2676,7.9755282
2677,7.9977922
2681,8.029753
2686,7.5913258
2689,8.149758
2691,7.73894
2692,7.74294
2693,8.493528
2702,8.276587
2705,8.000206
2706,7.912519
2707,8.219167
2711,7.899143
2712,7.78782
2713,7.9370704
2714,8.096861
2718,7.8497186
2727,7.8120933
2728,7.987551
2736,7.9178095
2737,8.159217
2741,7.7216296
2743,7.8485336
2744,8.2501335
2745,7.9963417
2746,7.8539267
2749,8.002693
2750,7.4000883
2751,7.9952397
2752,7.531962
2753,7.8775754
2754,7.973353
2755,7.660133
2757,8.311136
2758,7.927878
2760,7.6891575
2764,7.6301866
2767,8.109993
2770,7.5837264
2771,7.7657967
2773,7.7845974
2775,7.5056934
2776,7.638384
2777,8.2705765
2779,8.260517
2782,7.613501
2783,7.7687974
2784,8.153539
2786,7.7674103
2787,7.676857
2791,7.5327864
2794,7.788455
2796,7.8089805
2801,7.747293
2802,8.030605
2803,7.755233
2805,8.184563
2808,7.628773
2809,7.9807177
2811,8.080286
2814,7.724067
2815,7.8934665
2816,7.5291667
2817,7.9592943
2821,7.896703
2823,7.8521986
2825,7.8688207
2827,8.403332
2831,7.921443
2835,7.962951
2838,7.8670654
2841,7.6247225
2843,8.179171
2844,7.672564
2845,8.044241
2846,8.040573
2847,7.666665
2853,8.213671
2854,7.6913195
2855,8.074997
2857,7.7454286
2858,7.633806
2860,7.9488597
2861,7.826727
2862,7.9387226
2868,8.731713
2872,7.919285
2887,7.6919737
2890,8.106091
2891,7.7547193
2900,7.871556
2901,7.88202
2903,7.6437597
2904,7.444249
2905,7.6378126
2906,7.6265817
2909,8.17755
2911,7.831466
2914,8.026239
2921,8.326857
2922,7.8252487
2923,7.752711
2924,8.173406
2932,7.7391505
2934,7.8443627
2936,7.6749773
2938,7.7346354
2941,7.879593
2942,7.501479
2946,7.651649
2948,7.9380946
2949,8.004279
2950,8.110201
2958,7.891012
2961,7.8358684
2962,7.990402
2963,7.9863825
2968,7.910199
2970,7.8856034
2975,8.207678
2978,7.7767415
2982,7.520399
2983,7.708099
2986,7.977646
2988,7.994663
2989,7.6963186
2991,7.6000304
2992,7.7850647
2995,7.9175944
2996,7.939129
2997,7.952873
2998,7.863177
3005,7.9691844
3008,8.110121
3014,7.8672256
3015,7.755153
3018,7.42116
3024,8.07336
3026,7.971812
3028,7.87963
3029,8.251151
3031,8.164019
3038,7.87508
3039,7.4053607
3045,7.9886293
3048,7.6822968
3052,7.9508286
3060,8.0755205
3063,7.92174
3069,7.8460817
3070,7.611532
3071,7.8332357
3072,7.8509994
3077,8.206652
3079,7.95639
3082,7.7206063
3083,7.8865366
3085,7.5945168
3088,7.549933
3090,8.711636
3091,8.113097
3094,7.53329
3098,7.8171577
3099,8.095364
3103,7.7339573
3104,7.6472945
3105,8.064499
3108,7.4007897
3111,7.7596345
3112,7.643973
3113,7.989634
3114,7.7873073
3115,8.205923
3118,7.9043508
3123,8.2319355
3126,7.9170284
3127,7.823841
3134,8.26483
3137,8.044613
3138,7.7621293
3141,7.825622
3144,7.8535423
3148,7.7999268
3149,8.10866
3153,7.8017035
3155,7.4124513
3160,7.6337476
3162,8.001333
3164,7.9355536
3167,8.141255
3169,7.922808
3170,8.39198
3171,7.5088515
3172,7.8600364
3174,8.120992
3175,7.9156685
3177,7.921494
3178,7.885997
3183,7.7003284
3186,7.989886
3188,8.211084
3189,8.086693
3191,7.799173
3196,8.15154
3199,7.840049
3203,8.186073
3205,7.958269
3209,8.049913
3210,8.170719
3212,7.643116
3217,7.810716
3220,7.870121
3222,8.054244
3223,7.880644
3224,7.9008856
3227,7.844684
3228,8.043545
3232,7.986047
3233,8.023952
3237,7.927579
3239,7.659359
3240,8.000019
3244,7.8219686
3245,8.036296
3249,7.836903
3250,7.568059
3252,7.734232
3255,7.7789626
3258,7.7955937
3260,8.335779
3261,7.723259
3264,7.752919
3266,8.270727
3268,7.742684
3274,7.657691
3275,7.5793705
3277,7.9347706
3279,7.833471
3282,7.937079
3283,8.006206
3286,7.7761025
3287,8.027278
3291,7.857163
3292,8.138178
3297,7.921828
3301,7.8084555
3302,7.9389815
3303,7.757162
3304,8.17804
3306,7.8241653
3307,7.9012103
3308,8.127891
3314,7.921951
3315,7.917306
3318,7.777477
3319,7.832705
3320,7.6682625
3322,7.9578404
3326,7.498017
3328,7.720001
3329,8.112577
3330,8.035406
3333,7.9424815
3335,8.227882
3338,8.0373
3341,7.9829626
3343,7.899499
3346,7.908092
3350,7.643274
3351,7.7869
3364,7.759406
3367,7.7445273
3368,7.8722873
3369,7.8634872
3370,7.8462243
3371,8.077305
3372,7.832874
3374,7.7675533
3376,7.989207
3379,7.820953
3381,7.9031844
3382,8.274586
3386,8.011119
3387,7.8363423
3391,7.7799172
3394,8.071329
3395,8.009443
3403,8.241068
3408,7.5175395
3409,7.5000787
3415,8.076012
3416,7.9302096
3417,7.7240763
3421,7.7286863
3423,8.004216
3424,8.086565
3426,8.246416
3429,7.662672
3430,7.8526797
3432,8.061918
3439,7.9542685
3441,7.6747003
3444,7.8518405
3448,7.713915
3451,8.147594
3453,7.959836
3454,7.7256026
3459,7.516798
3464,8.0397835
3465,7.9467793
3468,7.9741106
3470,7.958066
3473,7.84507
3478,7.300769
3482,7.623662
3485,7.615409
3490,8.176137
3492,7.9108243
3493,8.262024
3494,7.4215546
3497,7.945272
3502,8.037233
3504,7.9610105
3505,8.124159
3507,7.9508657
3508,8.028895
3511,7.5756016
3514,7.5861726
3515,8.084468
3516,7.8875785
3517,7.6933064
3519,7.6531897
3520,7.6359277
3525,7.917794
3531,7.965759
3537,8.0752945
3539,7.9332967
3548,7.865771
3549,7.6469393
3550,7.917445
3551,8.2098255
3552,7.6702867
3556,7.8359303
3558,7.855388
3561,7.8010535
3564,7.6439123
3566,8.048763
3571,8.554715
3573,7.7525144
3576,7.7833385
3578,7.626553
3579,7.99392
3580,8.151049
3582,7.994419
3583,8.093763
3584,8.236368
3588,7.7365966
3589,7.67231
3591,7.9665427
3593,7.7876267
3598,8.103724
3602,8.100658
3605,8.058862
3609,7.8540554
3613,7.911061
3614,7.7499504
3615,9.516674
3617,7.677203
3619,7.8534455
3624,7.889266
3625,8.137836
3628,8.020283
3630,7.9626617
3633,7.7104254
3634,7.768352
3638,7.815459
3639,7.8552265
3642,7.8498044
3644,7.83799
3653,7.9544
3654,8.045935
3655,7.7725897
3656,8.125847
3657,7.9851604
3659,7.761348
3660,8.0600195
3661,7.842342
3662,7.7567997
3664,7.7150626
3668,7.918908
3673,7.8783755
3674,7.6025133
3678,7.94823
3689,8.297963
3690,8.015628
3691,7.7826586
3695,7.960343
3697,7.8976436
3698,7.8807635
3701,8.00194
3703,7.975819
3704,7.8135257
3706,8.119003
3707,7.799951
3711,7.4721875
3712,7.8988748
3719,7.954415
3721,8.068969
3722,7.7105913
3723,8.140173
3724,7.486844
3727,7.982821
3729,7.945439
3731,7.94263
3733,7.7703433
3738,7.979665
3739,7.666465
3741,7.958595
3742,7.7830486
3743,7.746664
3745,8.379663
3746,7.6351714
3749,8.055933
3750,7.9012494
3751,8.136119
3756,8.212927
3757,7.731414
3758,7.7675643
3759,7.873687
3761,7.667515
3762,8.187244
3763,7.501089
3766,7.705628
3769,7.889842
3771,8.084058
3773,7.9539757
3776,7.269533
3777,8.143095
3781,7.8400574
3783,7.736099
3791,7.8301105
3792,7.7953587
3794,8.027287
3796,7.626375
3799,8.074072
3801,7.6162624
3804,7.8746867
3806,8.073688
3812,7.8568172
3820,7.9272594
3825,8.083937
3826,7.8419957
3829,8.285227
3831,8.157072
3833,8.337861
3834,7.756015
3841,7.695353
3843,7.961299
3844,7.6752524
3850,8.67069
3856,7.885345
3859,7.7444906
3860,7.885345
3865,7.819571
3866,8.071289
3869,8.209469
3871,7.955746
3875,7.729601
3876,7.9513855
3877,7.9115605
3878,7.6840386
3879,7.6932683
3881,7.8160686
3883,8.287895
3884,7.7669396
3885,7.977202
3887,7.787283
3888,7.8570285
3892,8.248864
3894,8.108572
3896,7.7863617
3898,7.8479314
3901,8.332006
3902,7.7664075
3903,7.883145
3905,7.6943727
3906,7.9930024
3909,7.585341
3910,7.961658
3915,8.0342865
3916,7.881035
3923,7.9505215
3924,7.934993
3926,7.7306147
3928,7.934944
3931,7.7752447
3932,7.9266996
3934,7.8328714
3937,7.3160706
3938,8.031278
3939,8.921251
3943,8.031992
3945,7.9815917
3948,8.088001
3949,8.133309
3950,7.8175983
3951,7.7442684
3952,7.99015
3955,7.706737
3958,7.9164143
3963,7.8627706
3968,7.8367496
3975,7.90723
3976,7.8974576
3977,7.8007
3979,7.8134294
3983,7.9595294
3985,7.5932546
3987,7.8177695
3991,8.274122
3992,8.058805
3994,7.9918466
4001,7.848655
4002,7.7512074
4005,7.8368607
4006,7.718662
4009,8.02471
4011,7.884655
4012,8.268104
4013,8.191058
4015,7.7909384
4022,7.841428
4025,7.7900357
4029,8.310342
4030,8.165846
4031,7.98386
4033,7.859484
4034,7.9760094
4035,7.580328
4041,7.622576
4043,7.8689895
4046,7.8447165
4048,7.929371
4049,7.849291
4052,8.124674
4053,7.436817
4054,7.5680184
4056,7.995861
4060,7.969531
4061,8.066566
4065,8.801824
4068,7.6976347
4069,8.112207
4071,7.987801
4073,7.78878
4077,8.2621155
4078,7.9918184
4080,7.532232
4081,7.7888246
4083,7.9015074
4084,7.71208
4086,7.848113
4089,8.111858
4092,7.9510794
4096,8.257537
4098,7.717478
4099,7.9823866
4100,7.7318215
4101,7.68434
4106,7.9692507
4107,7.80462
4108,8.098024
4109,7.99163
4110,7.684804
4115,7.873889
4119,7.9345446
4122,7.4898157
4123,7.9160824
4125,7.9041834
4129,7.88757
4130,7.9212317
4131,7.7099643
4132,7.7296515
4133,7.887496
4134,7.4987154
4135,8.162988
4136,8.198114
4140,8.1952
4141,7.8997397
4145,7.8662457
4146,7.7955985
4147,7.926171
4148,8.02056
4154,7.3974905
4155,7.804737
4156,8.285938
4158,7.9116464
4164,7.749744
4166,7.9693265
4173,7.709575
4174,7.920186
4176,7.7377896
4177,7.617755
4180,8.109925
4181,8.001635
4182,8.226491
4184,7.9581347
4185,7.570767
4192,7.742245
4193,8.070021
4194,7.7680125
4196,8.056503
4198,8.039352
4200,7.8984222
4201,8.071779
4205,7.8212495
4206,7.993983
4209,7.962533
4211,7.8653545
4213,8.0161495
4214,7.6765733
4215,7.9774423
4216,7.6144333
4224,7.8810163
4226,7.953353
